,id,overview,title,release_date,popularity,vote_average,vote_count
654,294016,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,Trumbo,2015-10-27,12.48,7.2,1575
655,978,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",Seven Years in Tibet,1997-09-12,23.904,7.164,2842
656,1008042,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",Talk to Me,2023-07-26,79.356,7.163,3052
657,489925,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,Eighth Grade,2018-01-19,15.874,7.163,1529
658,475215,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.",Mirai,2018-06-16,17.351,7.2,781
659,77877,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,The Lucky One,2012-04-19,33.464,7.2,3660
660,504949,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",The King,2019-10-11,28.034,7.157,3254
661,406990,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",What Happened to Monday,2017-08-18,43.587,7.159,6065
662,16563,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",Seven Brides for Seven Brothers,1954-07-22,23.183,7.2,534
663,10617,"Set in late 19th century Canton, this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung against foreign forces' plundering of China.",Once Upon a Time in China,1991-08-15,21.475,7.157,421
664,138,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",Dracula,1931-02-12,28.537,7.157,1216
665,10601,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",Peter Pan,2003-12-18,36.868,7.2,2627
666,612,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",Munich,2005-12-23,19.64,7.152,2669
667,916,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",Bullitt,1968-10-17,17.471,7.151,1147
668,403300,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,A Hidden Life,2019-08-27,14.727,7.1,686
669,11951,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",Vanishing Point,1971-01-15,17.06,7.1,453
670,396371,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",Molly's Game,2017-12-07,21.487,7.145,3726
671,78480,"During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized children. All the while, he must keep his personal life tucked away: the fact that he is seeking political refuge in Québec – and that he, like the children, has suffered an appalling loss.",Monsieur Lazhar,2011-09-10,11.703,7.145,320
672,12289,"In 208 A.D., in the final days of the Han Dynasty, shrewd Prime Minster Cao convinced the fickle Emperor Han the only way to unite all of China was to declare war on the kingdoms of Xu in the west and East Wu in the south. Thus began a military campaign of unprecedented scale. Left with no other hope for survival, the kingdoms of Xu and East Wu formed an unlikely alliance.",Red Cliff,2008-07-10,20.825,7.1,816
673,10948,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",The Fox and the Hound,1981-07-10,37.756,7.145,3245
674,647,"Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.",Final Fantasy VII: Advent Children,2005-07-14,22.907,7.145,1155
675,527435,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",The Christmas Chronicles,2018-11-22,23.373,7.1,2223
676,440472,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",The Upside,2019-01-10,27.141,7.1,1290
677,254172,"A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.",Fathers and Daughters,2015-10-01,12.199,7.141,974
678,45162,"Batman discovers a mysterious teen-aged girl with superhuman powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn.",Superman/Batman: Apocalypse,2010-09-28,14.399,7.1,699
679,1924,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",Superman,1978-12-14,52.731,7.14,3857
680,30074,"The Yowie Yahoo starts kidnapping musicians at a concert attended by Scooby and the gang in Vampire Rock, Australia.",Scooby-Doo! and the Legend of the Vampire,2003-03-04,15.343,7.1,318
681,22527,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",The Wrong Man,1956-12-22,9.529,7.1,549
682,12473,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,The Visitor,2008-02-21,12.639,7.138,457
683,10531,A political activist is convinced that her guest is a man who once tortured her for the government.,Death and the Maiden,1994-05-04,12.743,7.138,503
684,4176,"In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",Murder on the Orient Express,1974-11-22,27.829,7.1,1421
685,9316,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",Ong-Bak,2003-01-21,45.088,7.1,1689
686,635,"A down-and-out Brooklyn detective is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",Angel Heart,1987-03-06,21.688,7.1,1543
687,547016,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,The Old Guard,2020-07-10,37.442,7.1,4177
688,524047,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",Greenland,2020-07-29,103.152,7.1,4571
689,414453,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",Columbus,2017-08-04,11.142,7.1,396
690,506,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",Marnie,1964-07-17,11.595,7.1,1121
691,68730,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",Silence,2016-12-23,26.812,7.128,3059
692,37767,"Three stories set in summer Rome, three characters all played by Verdone: an awkward young man meets a Spanish tourist; another one plans a trip towards East with a suitcase full of stockings and biro pens; a hippie is visited by his father, who tries to convince him to get back home.",Fun Is Beautiful,1980-01-19,7.07,7.1,396
693,117691,"In 1970s India, Sardar Khan vows to take revenge on the man who killed his father decades earlier.",Gangs of Wasseypur - Part 1,2012-06-22,14.797,7.1,366
694,11770,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,Shaolin Soccer,2001-07-05,54.954,7.127,2266
695,15370,"Young Haru rescues a cat from being run over, but soon learns it's no ordinary feline; it happens to be the Prince of the Cats.",The Cat Returns,2002-07-19,33.533,7.123,2225
696,352490,"Set against the backdrop of a beautiful garden in the heart of London, this contemporary fairy tale revolves around the unlikely friendship between a reclusive young woman and a cantankerous old widower. Bella Brown is a beautifully quirky young woman who dreams of writing and illustrating a successful children’s book. After she is forced by her landlord to deal with her neglected garden or face eviction, she meets her match, nemesis, and unlikely mentor in Alfie Stephenson, a grumpy, loveless, old man who lives next door who happens to be an amazing horticulturalist.",This Beautiful Fantastic,2016-10-20,7.695,7.122,325
697,17187,"William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",The Emperor's Club,2002-11-22,10.671,7.1,380
698,11209,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,The Alamo,1960-10-23,20.419,7.1,347
699,9606,"Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her.",Metropolis,2001-05-26,16.79,7.1,470
700,473,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",Pi,1998-07-10,21.223,7.12,2244
701,197950,"Newly transferred to the bustling port city of Marseille to assist with a crackdown on organized crime, energetic young magistrate Pierre Michel is given a rapid-fire tutorial on the ins and outs of an out-of-control drug trade. Pierre's wildly ambitious mission is to take on the French Connection, a highly organized operation that controls the city's underground heroin economy and is overseen by the notorious —and reputedly untouchable— Gaetan Zampa. Fearless, determined and willing to go the distance, Pierre plunges into an underworld world of insane danger and ruthless criminals.",The Connection,2014-12-03,10.336,7.119,855
702,11446,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,Welcome to the Dollhouse,1996-03-22,13.226,7.1,440
703,10648,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",Magnum Force,1973-12-13,16.107,7.1,1067
704,10340,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",Lady and the Tramp,1955-06-22,57.361,7.119,5299
705,12914,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,Stargate: Continuum,2008-07-29,16.263,7.1,516
706,895549,Athlete Diana Nyad sets out at 60 to achieve a nearly impossible lifelong dream: to swim from Cuba to Florida across more than 100 miles of open ocean.,NYAD,2023-10-18,14.141,7.114,457
707,591275,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",Fear Street: 1666,2021-07-14,18.077,7.1,1719
708,19576,"There once was a pirate known as the Great Gold Pirate Woonan, who obtained almost one-third of the world's gold. Over the course of a few years, the pirate's existence faded, and a legend grew that he disappeared with his gold to a remote island, an island pirates continue to search for. Aboard the Going Merry, Luffy and his crew, starved and reckless, are robbed of their treasure. In an attempt to get it back, they wreck the getaway ship, guided by a young boy named Tobio, who's a captured part of El Drago's pirate crew. El Drago's love for gold has driven him to look for Woonan's island, and thanks to Woonan's treasure map, he finds it. During this time, Luffy's crew have been split up, and despite their own circumstances, they must find a way to stop El Drago from obtaining Woonan's gold.",One Piece: The Movie,2000-03-04,24.9,7.114,337
709,420818,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",The Lion King,2019-07-12,285.592,7.113,10145
710,22536,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.",Thirst,2009-04-30,20.663,7.111,948
711,17887,"In this film based on a Neil Simon play, newlyweds Corie, a free spirit, and Paul Bratter, an uptight lawyer, share a sixth-floor apartment in Greenwich Village. Soon after their marriage, Corie tries to find a companion for mother, Ethel, who is now alone, and sets up Ethel with neighbor Victor. Inappropriate behavior on a double date causes conflict, and the young couple considers divorce.",Barefoot in the Park,1967-05-25,7.691,7.111,566
712,13001,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",Stargate: The Ark of Truth,2008-03-11,16.518,7.1,499
713,12481,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",The Big Boss,1971-10-23,24.335,7.111,742
714,7972,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",Before the Devil Knows You're Dead,2007-09-26,14.289,7.111,1505
715,799583,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",The Ministry of Ungentlemanly Warfare,2024-04-18,104.312,7.1,1299
716,302401,CIA employee Edward Snowden leaks thousands of classified documents to the press.,Snowden,2016-09-15,21.698,7.1,4349
717,9787,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",Lords of Dogtown,2005-06-03,11.15,7.1,749
718,269494,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",A Hard Day,2014-05-29,12.817,7.1,444
719,157832,"After being threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",Calvary,2014-04-11,11.082,7.1,957
720,787699,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",Wonka,2023-12-06,127.284,7.1,3697
721,10895,A little wooden puppet yearns to become a real boy.,Pinocchio,1940-02-23,52.511,7.1,5859
722,9322,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",La Femme Nikita,1990-02-21,26.347,7.1,1937
723,18912,"A killer is released from prison and breaks into a remote home to kill a woman, her handicapped son and her pretty daughter.",Angst,1983-01-01,13.25,7.1,354
724,13041,"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man.",El Topo,1970-12-18,12.391,7.1,592
725,420817,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,Aladdin,2019-05-22,56.829,7.097,10090
726,14748,"Freed after a lengthy term in a juvenile detention center, convicted child killer Jack Burridge finds work as a deliveryman and begins dating co-worker Michelle. While out on the road one day, Jack notices a distressed child, and, after reuniting the girl with her family, becomes a local celebrity. But when a local newspaper unearths his past, Jack must cope with the anger of citizens who fear for the safety of their children.",Boy A,2007-10-28,8.358,7.1,450
727,517331,"Manuel, a Spanish politician whose high-class lifestyle is based on nefarious and illegal business threatens to break his entire party after a newspaper exposes him to the public eye. Rather than admit to any wrongdoing, he decides to sell out his whole party in an effort to avoid jail time. It's a decision that will put many lives at risk.",The Realm,2018-09-28,7.933,7.096,432
728,323027,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",Justice League: Gods and Monsters,2015-06-18,14.455,7.1,565
729,20410,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",Scooby-Doo and the Alien Invaders,2000-10-03,11.995,7.1,367
730,9281,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit, and forges a romantic bond with the child's beautiful mother.",Witness,1985-02-08,29.957,7.093,1691
731,799876,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",The Outfit,2022-02-25,43.527,7.092,1131
732,567604,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2, as a Princess Bride-esque story that's full of magic, wonder, and zero Fs.",Once Upon a Deadpool,2018-12-11,32.006,7.1,786
733,512263,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",Honey Boy,2019-09-28,10.47,7.1,671
734,2998,"Anthropology student Daria, who's helping a property developer build a village in the Los Angeles desert, and dropout Mark, who's wanted by the authorities for allegedly killing a policeman during a student riot, accidentally encounter each other in Death Valley and soon begin an unrestrained romance.",Zabriskie Point,1970-03-26,11.283,7.1,397
735,19265,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",Whatever Works,2009-06-19,10.708,7.1,1739
736,817758,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.",TÁR,2022-09-23,32.249,7.087,1277
737,433945,"A Tokyo college student is attacked by a ghoul, a super-powered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run.",Tokyo Ghoul,2017-07-16,15.736,7.1,355
738,203801,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",The Man from U.N.C.L.E.,2015-08-13,27.44,7.087,6366
739,63310,A young  cattle farmer is approached by an unscrupulous veterinarian to make a shady deal with a notorious beef trader.,Bullhead,2011-02-02,8.273,7.087,344
740,11457,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",Life as a House,2001-10-25,15.522,7.083,406
741,746036,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",The Fall Guy,2024-04-24,114.482,7.082,2638
742,63831,"Abandoned by his father, a young boy is left in the hands of an unqualified childcare provider.",The Kid with a Bike,2011-05-18,9.485,7.1,421
743,44115,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,127 Hours,2010-11-12,32.749,7.082,7548
744,14859,"Natalie is high school royalty, but her queen bee status falls apart when she falls for the new guy at school. Although Keith ignores her at first, they soon become friends -- even though Natalie suspects that Keith has something to hide. As the free-spirited Keith shows Natalie how to embrace what life offers, they grow closer -- until a secret tests the bounds of their relationship",Keith,2008-09-13,9.413,7.082,445
745,77495,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.",Sleep Tight,2011-10-14,16.149,7.1,1100
746,8222,"After being estranged for 15 years, flamboyant actress Becky del Paramo re-enters her daughter Rebeca's life when she comes to perform a concert.  Rebeca, she finds, is now married to one of Becky's ex-lovers, Manuel. The mother and daughter begin making up for lost time, when suddenly, a murder occurs...",High Heels,1991-10-23,14.144,7.1,414
747,3293,"The story about the men who made the world of technology what it is today, their struggles during college, the founding of their companies, and the ingenious actions they took to build up the global corporate empires of Apple Computer Inc. and Microsoft Corporation.",Pirates of Silicon Valley,1999-05-10,15.252,7.083,539
748,1548,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls’ friendship.",Ghost World,2001-07-20,11.353,7.079,1416
749,563,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",Starship Troopers,1997-11-07,36.744,7.08,4949
750,1547,"When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him.",The Lost Boys,1987-07-31,27.581,7.075,2059
751,519182,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",Despicable Me 4,2024-06-20,633.989,7.1,2444
752,283552,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,The Light Between Oceans,2016-09-02,12.339,7.1,1353
753,102899,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",Ant-Man,2015-07-14,52.705,7.074,19827
754,791177,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",Bones and All,2022-11-18,23.98,7.1,1369
755,91342,"Surf's up for Barbie as she returns as Merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! In this exciting sea-quel, Merliah makes a splash when she heads to Australia for the ultimate surfing competition. When the evil mermaid Eris escapes from her whirlpool with plans to take over the throne of Oceana, Merliah and her sea friends dive in to stop her. It's a fresh new adventure where Merliah learns that anything is possible and she really can have the best of both worlds!",Barbie in A Mermaid Tale 2,2012-02-22,31.059,7.1,449
756,71689,"Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.",Phineas and Ferb The Movie: Across the 2nd Dimension,2011-08-05,23.343,7.1,553
757,2671,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",Ring,1998-01-31,23.286,7.069,1447
758,1900,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",Traffic,2000-12-27,30.327,7.1,2167
759,925263,"An old film director, unhappy with the movie he's shooting about a Hungarian circus stranded in Rome during the 1956 anti-Soviet uprising, faces divorce from his producer wife and other problems.",A Brighter Tomorrow,2023-04-20,9.962,7.068,301
760,657,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",From Russia with Love,1963-10-10,37.434,7.064,3001
761,364051,"Poland, 1945. Mathilde, a young French Red Cross doctor, is on a mission to help the war survivors. When a nun seeks for her help, she is brought to a convent where several pregnant sisters are hiding, unable to reconcile their faith with their pregnancy. Mathilde becomes their only hope.",The Innocents,2016-02-10,12.861,7.1,402
762,340613,"A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",The Wife,2018-08-02,13.474,7.063,1065
763,36950,Controversy and legal problems follow Dr. Jack Kevorkian as he advocates assisted suicide.,You Don't Know Jack,2010-06-27,11.006,7.063,390
764,1088,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",Whale Rider,2003-01-30,11.342,7.063,405
765,45094,"When Betty Anne Waters' older brother Kenny is arrested for murder and sentenced to life in 1983, Betty Anne, a Massachusetts wife and mother of two, dedicates her life to overturning the murder conviction. Convinced that her brother is innocent, Betty Anne puts herself through high school, college and, finally, law school in an 18 year quest to free Kenny. With the help of best friend Abra Rice, Betty Anne pores through suspicious evidence mounted by small town cop Nancy Taylor, meticulously retracing the steps that led to Kenny's arrest. Belief in her brother - and her quest for the truth - pushes Betty Anne and her team to uncover the facts and utilize DNA evidence with the hope of exonerating Kenny.",Conviction,2010-10-15,9.303,7.059,595
766,31906,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.",The Beguiled,1971-01-23,12.599,7.059,442
767,10994,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,White Oleander,2002-10-11,14.379,7.1,381
768,8079,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",Om Shanti Om,2007-11-07,21.104,7.059,356
769,2383,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.,The Bear,1988-10-21,19.376,7.059,477
770,33613,"After taking a bullet to the head, Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must prove her innocence. In doing this she plays against powerful enemies and her own past.",The Girl Who Kicked the Hornet's Nest,2009-11-27,16.573,7.1,1349
